"Cod.Municipio","lon","lat"
27006,-77.27898,8.510109
27050,-76.8600482,6.7949558
27160,-76.60003,5.40004
27205,-76.652079,5.089546
27361,-76.68754,5.157788
27787,-76.559433,5.2649419
27810,-76.64543,5.30648
41001,-75.2809001,2.9344837
41006,-75.88834,1.805165
41013,-75.7714139,2.260441
41016,-75.241066,3.222095
41020,-75.3156939,2.523477
41026,-75.787545,2.063112
41078,-75.054209,3.151685
41132,-75.3266416,2.6851058
41206,-74.802472,3.376614
41244,-75.9373449,2.013818
41298,-75.6274679,2.195403
41306,-75.542888,2.384507
41349,-75.4498009,2.582523
41357,-75.635076,2.649516
41359,-76.214046,1.932389
41378,-75.978781,2.198444
41396,-75.8942469,2.389011
41518,-75.772917,2.449478
41524,-75.433419,2.886246
41530,-76.132809,1.724027
41548,-75.803848,2.266733
41551,-76.048869,1.85298
41615,-75.2594359,2.777781
41668,-76.270749,1.879826
41676,-75.586386,2.939062
41770,-75.794971,1.97688
41797,-75.727318,2.485427
41799,-75.1381059,3.0673499
41801,-75.568503,2.741117
41807,-75.932847,1.974415
41872,-75.21756,3.218357
41885,-75.518334,2.664454
44001,-72.9167838,11.5384151
44035,-72.591907,11.160651
44078,-72.795543,10.9556419
44090,-73.309337,11.272426
44098,-72.88412,10.89732
44110,-72.92527,10.6524699
44279,-72.851515,10.886123
44378,-72.762546,11.066345
44420,-73.0715178,10.5089602
44430,-72.2485171,11.3789335
44560,-72.444227,11.772778
44650,-73.0021534,10.7698637
44847,-72.2659391,11.7149978
44855,-73.013282,10.559313
44874,-72.981936,10.603721
47030,-74.26663,10.10004
47053,-74.186103,10.591925
47058,-74.228119,9.844197
47161,-74.868681,10.327095
47170,-74.621575,10.02812
47189,-74.248926,11.007984
47205,-74.83148,10.257944
47245,-73.973864,9.003507
47258,-74.823769,10.404038
47268,-74.269383,10.611793
47288,-74.1819979,10.517179
47318,-74.226294,9.144527
47541,-74.916397,10.1884029
47545,-74.4532954,9.3302391
47551,-74.614654,10.461181
47555,-74.7975249,9.791337
47570,-74.284038,10.992353
47605,-74.7163829,10.701732
47660,-74.21531,10.0297699
47692,-74.351193,9.240301
47703,-74.4991189,9.245741
47707,-74.570544,9.322961
47745,-74.71955,10.77525
47798,-74.858425,9.898413
47960,-74.7185792,10.1683587
47980,-74.1709702,10.7922447
50001,-73.6376905,4.1513822
50006,-73.766129,3.991663
50110,-72.966577,4.567588
50124,-72.7923129,4.284528
50150,-73.690164,3.827834
50223,-73.838573,3.794348
50226,-73.488052,4.271262
50245,-73.712966,4.352332
50251,-73.794394,3.564252
50287,-73.619979,3.462502
50313,-73.705281,3.544831
50318,-73.7698769,3.880475
50325,-72.133175,2.892506
50330,-74.043801,3.381995
50400,-74.024393,3.526086
50450,-72.756234,2.6236449
50568,-72.083573,4.312977
50573,-72.955918,4.091354
50577,-73.369542,3.272414
50590,-73.207468,2.941214
50606,-73.562567,4.263082
50680,-73.241921,3.710353
50683,-73.88941,3.34645
50689,-73.697308,3.698492
50711,-73.752512,3.127883
52001,-77.285787,1.2058837
52019,-77.067959,1.4728684
52022,-77.700425,0.882544
52036,-77.515158,1.26295
52051,-77.4167,1.3666799
52079,-78.14099,1.67155
52110,-77.155676,1.384512
52207,-77.465658,1.207624
52215,-77.517836,0.853916
52224,-77.729755,0.863262
52227,-77.791184,0.904589
52233,-77.3253,1.67696
52240,-77.282841,1.359869
52250,-78.110211,2.479311
52254,-77.4397188,1.45348
52256,-77.335095,1.74307
52258,-77.097224,1.427619
52260,-77.391527,1.4081109
52287,-77.448926,1.001167
52317,-77.731133,0.960072
52320,-77.550994,1.130349
52323,-77.567138,0.919645
52352,-77.521175,0.968911
52354,-77.496435,1.054949
52356,-77.639504,0.825542
52378,-76.971119,1.600678
52381,-77.404419,1.298637
52385,-77.5798499,1.472852
52399,-77.80998,0.8747
52405,-77.30609,1.93514
52411,-77.52387,1.350933
52418,-77.49498,1.5156
52435,-77.8645669,1.140872
52490,-77.48647,1.24727
52506,-77.5661219,1.058464
52520,-78.6114999,2.0643306
52540,-77.4603659,1.628978
52560,-77.572656,0.806982
52573,-77.505809,0.884723
52585,-77.641002,0.871676
52612,-78.06662,1.90003
52678,-77.586155,1.332614
52683,-77.472045,1.28326
52685,-77.046937,1.514306
52687,-77.2151669,1.503498
52693,-77.012855,1.669165
52694,-77.12024,1.552654
52699,-77.25114,1.51723
52720,-77.619427,1.0373969
52786,-77.280727,1.57049
52788,-77.3942409,1.094597
52835,-78.791265,1.787434
52838,-77.618641,1.085739
52885,-77.400055,1.11567
54001,-72.4966896,7.8890971
54003,-73.222102,8.0762129
54099,-72.647352,7.612039
54172,-72.60247,7.600193
54206,-73.337007,8.470146
54245,-73.4488,8.50874
54261,-72.604826,7.937289
54377,-72.496536,7.298618
54385,-73.327532,7.639571
54398,-73.237889,8.214035
54405,-72.504392,7.833199
54480,-72.746803,7.300196
54498,-73.3532199,8.25205
54518,-72.6503369,7.37823
54520,-72.638419,7.437159
54553,-72.408389,8.361323
54660,-72.809937,7.772786
54673,-72.62436,7.878751
54720,-72.799937,8.085092
54800,-73.2869429,8.437521
54810,-72.737733,8.642356
54874,-72.462433,7.83929
63001,-75.6756888,4.5350004
63111,-75.740163,4.358752
63130,-75.640402,4.530357
63190,-75.635595,4.616094
63272,-75.659359,4.675762
63302,-75.66954,4.2497299
63401,-75.79153,4.453588
63470,-75.75012,4.566637
63548,-75.702412,4.336584
63594,-75.761865,4.625907
63690,-75.570777,4.637376
66001,-75.690601,4.8087174
66075,-75.958017,4.9497479
66088,-75.869261,5.200903
66170,-75.6805678,4.8318256
66318,-75.799407,5.316428
66383,-76.003424,5.003233
66400,-75.870743,4.88917
66440,-75.737551,4.937236
66456,-75.882128,5.2990769
66572,-76.0310499,5.222288
66594,-75.730957,5.341352
66682,-75.62239,4.870121
66687,-75.964144,5.075748
68001,-73.1227416,7.119349
68051,-73.017346,6.695018
68077,-73.615679,5.934363
68079,-73.223409,6.635849
68081,-73.8519319,7.0617085
68092,-73.283678,6.899482
68147,-72.696413,6.528607
68162,-72.696951,6.839006
68167,-73.147465,6.28595
68190,-73.9489059,6.315209
68209,-73.241843,6.356618
68217,-73.040784,6.295618
68229,-73.069241,6.604594
68235,-73.511598,6.698923
68250,-73.814221,6.056431
68255,-73.203211,7.470498
68264,-73.09831,6.13694
68276,-73.1069693,7.0723921
68307,-73.1692652,7.0739678
68320,-73.418739,6.246049
68324,-73.701641,5.955225
68327,-73.57257,6.0254
68377,-73.965095,5.859415
68385,-73.809258,6.2194589
68406,-73.216672,7.111342
68418,-73.102305,6.755734
68432,-72.729891,6.703858
68464,-72.970517,6.474867
68498,-73.122163,6.33978
68500,-73.29838,6.26467
68547,-73.053998,6.991539
68572,-73.677635,5.877927
68573,-74.0559339,6.650797
68575,-73.905454,7.33875
68615,-73.15358,7.15364
68655,-73.500055,7.394792
68669,-72.848242,6.811888
68679,-73.13412,6.554824
68682,-72.868082,6.427803
68684,-72.733351,6.658614
68686,-72.64527,6.57504
68689,-73.413233,6.878518
68720,-73.616458,6.3387478
68745,-73.337534,6.443588
68755,-73.264041,6.468665
68770,-73.44277,6.10134
68773,-73.791593,5.9184599
68780,-72.983983,7.366515
68820,-72.966757,7.20183
68855,-73.143786,6.448144
68861,-73.671864,6.00915
68872,-73.173988,6.669466
68895,-73.272537,6.813882
70001,-75.3905567,9.3045773
70110,-74.973387,9.320434
70124,-75.11489,8.789558
70204,-75.35218,9.49551
70215,-75.294467,9.321697
70221,-75.69812,9.40642
70230,-75.312885,9.5458269
70233,-75.19554,9.10192
70235,-74.9910112,9.1175963
70265,-74.537025,8.46831
70400,-75.281155,8.853929
70418,-75.27095,9.380494
70429,-74.628099,8.54125
70473,-75.307733,9.332193
70508,-75.227529,9.5258559
70523,-75.540823,9.333659
70670,-75.381105,9.18357
70678,-75.030651,8.931132
70702,-75.243774,9.274374
70708,-75.128872,8.662577
70713,-75.519872,9.74084
70717,-74.71665,8.73336
70742,-75.146445,9.241075
70771,-74.723283,8.813977
70820,-75.581273,9.527515
70823,-75.4391349,9.452849
73001,-75.242438,4.444676
73024,-75.93553,3.39306
73026,-74.953211,4.566843
73030,-74.766701,4.782836
73043,-75.093849,4.632261
73055,-74.884455,5.032145
73067,-75.381727,3.591068
73124,-75.426844,4.441792
73148,-74.715312,4.152951
73152,-75.119717,5.078568
73168,-75.483979,3.723827
73200,-74.897875,4.286261
73217,-75.194595,3.799339
73226,-74.69189,4.060503
73236,-74.74952,3.67109
73268,-74.884341,4.149819
73270,-74.95201,5.1237899
73275,-74.812294,4.2867309
73283,-75.03631,5.153793
73319,-74.974795,4.02926
73347,-75.17573,5.0801299
73349,-74.737081,5.205118
73352,-74.531723,4.17645
73408,-74.912667,4.860823
73411,-75.063129,4.920956
73443,-74.886835,5.199505
73449,-74.643383,4.203572
73483,-75.093183,3.625529
73504,-75.220606,3.935841
73547,-74.878165,4.54304
73555,-75.643817,3.197241
73563,-74.927732,3.74973
73585,-74.931367,3.856684
73616,-75.68053,3.5309
73624,-75.239679,4.239304
73671,-75.017821,3.929018
73675,-75.479861,3.914099
73678,-75.095082,4.133543
73686,-75.097727,4.7135239
73770,-74.831872,4.047626
73854,-75.1164469,4.197955
73861,-74.931161,4.714815
73873,-74.600817,3.936661
76001,-76.5319854,3.4516467
76020,-75.779167,4.673497
76036,-76.167375,4.168711
76041,-75.991513,4.793953
76054,-76.121514,4.727773
76100,-76.186763,4.338626
76109,-77.0197212,3.8830471
76111,-76.3021889,3.9005079
76113,-76.155749,4.210851
76122,-75.827107,4.3329129
76126,-76.5950555,3.919267
76130,-76.348857,3.414112
76147,-75.9116289,4.7472212
76233,-76.6908459,3.658519
76243,-76.04299,4.9091699
76246,-76.222146,4.761034
76248,-76.312996,3.684084
76250,-76.2339,4.50884
76275,-76.235361,3.3213339
76306,-76.269279,3.725234
76318,-76.332471,3.762981
76364,-76.541073,3.262084
76377,-76.567956,3.649442
76400,-76.103616,4.5334899
76403,-76.036071,4.5241049
76497,-75.972669,4.575601
76520,-76.2971657,3.5379718
76563,-76.242275,3.418186
76606,-76.52047,3.82172
76616,-76.287762,4.15663
76622,-76.152173,4.414138
76670,-76.22711,3.99411
76736,-75.931004,4.2743779
76823,-76.078593,4.611287
76828,-76.318513,4.211875
76834,-76.1914991,4.089869
76845,-75.73597,4.70303
76863,-76.199521,4.575712
76869,-76.443177,3.698185
76890,-76.38463,3.860273
76892,-76.495026,3.545337
76895,-76.072854,4.394865
81001,-70.710457,7.076172
81065,-71.4294759,7.029334
81220,-70.202659,6.30435
81300,-71.7715489,6.794367
81736,-71.872595,6.956107
81794,-71.745515,6.457094
85001,-72.400523,5.348903
85010,-72.550819,5.170847
85125,-71.76236,6.154946
85139,-72.280702,4.817986
85162,-72.893364,4.875246
85225,-72.195527,5.638097
85230,-71.339363,4.789388
85250,-71.892912,5.880639
85263,-71.993941,5.7265629
85400,-72.163056,5.83034
85410,-72.750495,5.0106849
85430,-71.661355,5.407815
85440,-72.928126,4.611252
86001,-76.651055,1.15234
86219,-76.972863,1.190067
86320,-76.87192,0.66643
86568,-76.500191,0.504929
86569,-76.604072,0.684374
86571,-76.407981,0.96377
86573,-74.77417,-0.18024
86749,-76.921225,1.202514
86757,-76.87636,0.33002
86865,-76.7798172,0.4015861
86885,-76.617431,1.028507
88001,-81.705052,12.576855
88564,-81.3729372,13.3387613
91001,-69.935907,-4.203165
94001,-67.923917,3.868297
95001,-72.6417265,2.568549
95015,-72.554237,1.920614
95025,-72.628127,2.331899
97001,-70.233618,1.2521739
99001,-67.488462,6.184766
99524,-70.40911,5.48885
99773,-69.798685,4.444497
